SentenceID, MaskedWord, Softmax, Surprisal, Condition, EmbeddingLevel
4,at,1.1154787e-08,26.41776,nwh-gap,1
5,at,1.7029853e-06,19.163502,nwh-gap,1
6,at,3.5809302e-07,21.413162,nwh-gap,1
7,at,1.7010969e-07,22.487032,nwh-gap,1
8,at,4.7163667e-06,17.693893,nwh-gap,1
9,at,4.9701914e-08,24.262123,nwh-gap,1
10,at,1.4474579e-06,19.398046,nwh-gap,1
1,at,3.3157676e-06,18.202225,wh-ngap,2
2,at,0.00016439326,12.570561,wh-ngap,2
3,at,6.441005e-06,17.244284,wh-ngap,2
4,at,4.5327056e-06,17.751196,wh-ngap,2
5,at,4.94469e-06,17.625689,wh-ngap,2
6,at,1.703862e-07,22.484688,wh-ngap,2
7,at,1.482176e-06,19.363852,wh-ngap,2
8,at,1.2201673e-06,19.64449,wh-ngap,2
9,at,3.6126238e-07,21.40045,wh-ngap,2
10,at,3.6742779e-06,18.054108,wh-ngap,2
1,at,3.8045332e-07,21.325777,wh-gap,2
2,at,1.6430081e-06,19.215229,wh-gap,2
3,at,4.509314e-06,17.758661,wh-gap,2
4,at,6.193827e-07,20.622665,wh-gap,2
5,at,3.2541026e-05,14.907381,wh-gap,2
6,at,9.509303e-08,23.326086,wh-gap,2
7,at,2.12292e-08,25.489374,wh-gap,2
8,at,9.591752e-07,19.991703,wh-gap,2
9,at,1.418533e-07,22.749098,wh-gap,2
10,at,8.4373835e-07,20.1767,wh-gap,2
1,at,1.3502496e-07,22.82027,nwh-ngap,2
2,at,3.772722e-07,21.33789,nwh-ngap,2
3,at,1.0489303e-05,16.540722,nwh-ngap,2
4,at,1.74344e-05,15.807704,nwh-ngap,2
5,at,2.0162051e-06,18.919926,nwh-ngap,2
6,at,1.3024606e-05,16.228401,nwh-ngap,2
7,at,8.4663025e-06,16.849836,nwh-ngap,2
8,at,1.8387783e-07,22.374748,nwh-ngap,2
9,at,2.7140342e-07,21.813057,nwh-ngap,2
10,at,9.408198e-07,20.019579,nwh-ngap,2
1,at,2.1091479e-08,25.498764,nwh-gap,2
2,at,9.855577e-08,23.274485,nwh-gap,2
3,at,1.1064747e-07,23.107527,nwh-gap,2
4,at,4.507421e-06,17.759266,nwh-gap,2
5,at,1.5809027e-07,22.592749,nwh-gap,2
6,at,2.4040812e-08,25.309938,nwh-gap,2
7,at,5.9207057e-08,24.009655,nwh-gap,2
8,at,3.9140414e-07,21.284838,nwh-gap,2
9,at,1.2824626e-08,26.216509,nwh-gap,2
10,at,4.15068e-07,21.20015,nwh-gap,2
1,at,3.8117438e-08,24.644974,wh-ngap,3
2,at,0.0001710988,12.512883,wh-ngap,3
3,at,8.127874e-06,16.908691,wh-ngap,3
4,at,2.5907257e-06,18.558212,wh-ngap,3
5,at,1.1558568e-06,19.722607,wh-ngap,3
6,at,4.856462e-05,14.329735,wh-ngap,3
7,at,5.35426e-07,20.83281,wh-ngap,3
8,at,6.2569825e-07,20.60803,wh-ngap,3
9,at,1.1771829e-05,16.374302,wh-ngap,3
10,at,1.5246019e-05,16.001207,wh-ngap,3
1,at,8.3195374e-08,23.51892,wh-gap,3
2,at,1.256255e-05,16.280512,wh-gap,3
3,at,1.5884745e-05,15.9419985,wh-gap,3
4,at,3.6178773e-07,21.398354,wh-gap,3
5,at,7.281609e-07,20.38924,wh-gap,3
6,at,1.7111937e-07,22.478493,wh-gap,3
7,at,2.9165933e-06,18.387285,wh-gap,3
8,at,6.278968e-07,20.60297,wh-gap,3
9,at,2.201694e-06,18.792955,wh-gap,3
10,at,2.0378619e-07,22.22644,wh-gap,3
1,at,7.6021985e-07,20.32708,nwh-ngap,3
2,at,2.1366757e-05,15.514273,nwh-ngap,3
3,at,1.0880341e-05,16.487917,nwh-ngap,3
4,at,4.6195694e-07,21.045738,nwh-ngap,3
5,at,1.0235082e-06,19.898046,nwh-ngap,3
6,at,6.600152e-07,20.530998,nwh-ngap,3
7,at,1.9103294e-05,15.675819,nwh-ngap,3
8,at,1.0583132e-06,19.849802,nwh-ngap,3
9,at,4.952621e-07,20.945305,nwh-ngap,3
10,at,4.0180166e-06,17.925085,nwh-ngap,3
1,at,3.8458964e-08,24.632105,nwh-gap,3
2,at,4.5655026e-09,27.70658,nwh-gap,3
3,at,8.494951e-08,23.48882,nwh-gap,3
4,at,6.5027024e-07,20.552458,nwh-gap,3
5,at,9.919491e-06,16.621302,nwh-gap,3
6,at,2.6941817e-07,21.82365,nwh-gap,3
7,at,2.8957473e-08,25.041489,nwh-gap,3
8,at,9.7457445e-08,23.290653,nwh-gap,3
9,at,2.4951803e-06,18.612425,nwh-gap,3
10,at,2.8105566e-08,25.084568,nwh-gap,3
1,at,1.0809831e-08,26.463081,wh-ngap,4
2,at,6.6214284e-06,17.204426,wh-ngap,4
3,at,1.320269e-06,19.530737,wh-ngap,4
4,at,4.766949e-07,21.000431,wh-ngap,4
5,at,4.6641426e-06,17.709957,wh-ngap,4
6,at,3.0085655e-06,18.342493,wh-ngap,4
7,at,1.4017562e-06,19.444334,wh-ngap,4
8,at,4.2971487e-07,21.150118,wh-ngap,4
9,at,3.499955e-06,18.124231,wh-ngap,4
10,at,8.281526e-06,16.881672,wh-ngap,4
1,at,2.3447446e-06,18.702137,wh-gap,4
2,at,2.5822399e-06,18.562946,wh-gap,4
3,at,3.1340455e-06,18.283543,wh-gap,4
4,at,1.1496649e-06,19.730354,wh-gap,4
5,at,1.7811743e-05,15.776812,wh-gap,4
6,at,1.742544e-06,19.130373,wh-gap,4
7,at,7.6373624e-07,20.320423,wh-gap,4
8,at,1.6566387e-06,19.20331,wh-gap,4
9,at,1.3681677e-07,22.801252,wh-gap,4
10,at,4.876089e-08,24.2897,wh-gap,4
1,at,1.7336426e-07,22.45969,nwh-ngap,4
2,at,1.3263926e-06,19.524061,nwh-ngap,4
3,at,1.0435818e-05,16.548098,nwh-ngap,4
4,at,1.8211126e-07,22.388676,nwh-ngap,4
5,at,6.843794e-07,20.4787,nwh-ngap,4
6,at,2.6774464e-06,18.510712,nwh-ngap,4
7,at,1.3377508e-05,16.18983,nwh-ngap,4
8,at,1.2906639e-06,19.563456,nwh-ngap,4
9,at,1.489026e-06,19.357199,nwh-ngap,4
10,at,8.867126e-06,16.783102,nwh-ngap,4
1,at,1.5113186e-07,22.657688,nwh-gap,4
2,at,1.602649e-07,22.573038,nwh-gap,4
3,at,4.0028905e-07,21.252455,nwh-gap,4
4,at,3.3453443e-07,21.511341,nwh-gap,4
5,at,3.865629e-06,17.980865,nwh-gap,4
6,at,6.2856986e-07,20.601423,nwh-gap,4
7,at,1.2410923e-07,22.941887,nwh-gap,4
8,at,9.199731e-08,23.373833,nwh-gap,4
9,at,3.0192808e-07,21.659292,nwh-gap,4
10,at,9.251783e-08,23.365694,nwh-gap,4
