Surprisal, VerbCondition, FillerCondition, EmbeddingLevel
9.903013,V-pl,N-pl,4
11.872487,V-sg,N-pl,4
11.15696,V-pl,N-pl,4
9.252362,V-sg,N-pl,4
7.7123857,V-pl,N-pl,4
10.447839,V-sg,N-pl,4
9.485724,V-pl,N-pl,4
6.6847577,V-sg,N-pl,4
6.560496,V-pl,N-pl,4
6.567295,V-sg,N-pl,4
7.177519,V-pl,N-pl,4
5.8611426,V-sg,N-pl,4
6.3383365,V-pl,N-pl,4
5.8771214,V-sg,N-pl,4
6.5672064,V-pl,N-pl,4
5.5378714,V-sg,N-pl,4
6.4175406,V-pl,N-pl,4
5.932873,V-sg,N-pl,4
6.2105355,V-pl,N-pl,4
6.6471252,V-sg,N-pl,4
6.7435145,V-pl,N-pl,4
6.5244665,V-sg,N-pl,4
6.645809,V-pl,N-pl,4
7.151272,V-sg,N-pl,4
7.1304317,V-pl,N-pl,4
5.4459143,V-sg,N-pl,4
6.22437,V-pl,N-pl,4
5.5309978,V-sg,N-pl,4
6.316915,V-pl,N-pl,4
5.6379075,V-sg,N-pl,4
6.493556,V-pl,N-pl,4
5.737472,V-sg,N-pl,4
6.1150475,V-pl,N-pl,4
5.726588,V-sg,N-pl,4
6.5818768,V-pl,N-pl,4
7.3370914,V-sg,N-sg,4
7.036239,V-pl,N-sg,4
9.226575,V-sg,N-sg,4
9.25868,V-pl,N-sg,4
8.941599,V-sg,N-sg,4
7.9882517,V-pl,N-sg,4
11.60542,V-sg,N-sg,4
11.336371,V-pl,N-sg,4
6.26614,V-sg,N-sg,4
5.9947085,V-pl,N-sg,4
8.353498,V-sg,N-sg,4
7.535881,V-pl,N-sg,4
6.4414773,V-sg,N-sg,4
6.072778,V-pl,N-sg,4
6.2460494,V-sg,N-sg,4
7.3315544,V-pl,N-sg,4
5.471451,V-sg,N-sg,4
6.533678,V-pl,N-sg,4
5.5449157,V-sg,N-sg,4
6.328059,V-pl,N-sg,4
5.846061,V-sg,N-sg,4
6.287309,V-pl,N-sg,4
5.0253105,V-sg,N-sg,4
6.0210176,V-pl,N-sg,4
5.6626544,V-sg,N-sg,4
5.604836,V-pl,N-sg,4
6.3972273,V-sg,N-sg,4
6.5669394,V-pl,N-sg,4
6.6518507,V-sg,N-sg,4
7.0340395,V-pl,N-sg,4
5.691306,V-sg,N-sg,4
6.2867646,V-pl,N-sg,4
5.1418715,V-sg,N-sg,4
5.807253,V-pl,N-sg,4
5.6390123,V-sg,N-sg,4
6.528762,V-pl,N-sg,4
5.381913,V-sg,N-sg,4
6.225658,V-pl,N-sg,4
5.618583,V-sg,N-sg,4
6.199723,V-pl,N-sg,4
