Surprisal, VerbCondition, FillerCondition, EmbeddingLevel
5.823206,V-sg,N-sg,4
6.5013742,V-pl,N-sg,4
3.932732,V-sg,N-sg,4
5.4705567,V-pl,N-sg,4
4.7640147,V-sg,N-sg,4
5.3642564,V-pl,N-sg,4
1.1623187,V-sg,N-sg,4
3.7806652,V-pl,N-sg,4
2.0836785,V-sg,N-sg,4
3.840001,V-pl,N-sg,4
1.0939252,V-sg,N-sg,4
4.381034,V-pl,N-sg,4
1.0464997,V-sg,N-sg,4
4.128237,V-pl,N-sg,4
1.190367,V-sg,N-sg,4
4.328848,V-pl,N-sg,4
1.0488236,V-sg,N-sg,4
4.087076,V-pl,N-sg,4
0.9263775,V-sg,N-sg,4
4.2410264,V-pl,N-sg,4
2.2090392,V-sg,N-sg,4
4.3210554,V-pl,N-sg,4
0.6409583,V-sg,N-sg,4
5.055222,V-pl,N-sg,4
2.342207,V-sg,N-sg,4
4.26619,V-pl,N-sg,4
0.54800177,V-sg,N-sg,4
4.6231346,V-pl,N-sg,4
2.1258407,V-sg,N-sg,4
4.386866,V-pl,N-sg,4
1.3329384,V-sg,N-sg,4
4.1175275,V-pl,N-sg,4
1.1454235,V-sg,N-sg,4
3.909455,V-pl,N-sg,4
